ticker,date,open,high,low,close,volume,ticker,date,rsi,macd,sma,ema,atr,bb_upper,bb_middle,bb_lower
TSLA,2025-04-01,263.8,277.45,259.25,268.46,146486900,TSLA,2025-04-01,47.3023,-11.6863,265.3178,263.7955,18.8677,291.9102,254.187,216.4638
TSLA,2025-03-31,249.31,260.56,243.36,259.16,134008900,TSLA,2025-03-31,43.9144,-13.1497,261.6956,262.6293,18.9122,292.3912,254.366,216.3408
TSLA,2025-03-28,275.58,276.1,260.57,263.55,123809400,TSLA,2025-03-28,45.1877,-13.8794,257.9345,263.4966,18.8139,295.8679,255.6405,215.4131
TSLA,2025-03-27,272.48,291.85,271.82,273.13,162572100,TSLA,2025-03-27,48.0086,-15.0558,255.0967,263.4833,19.0665,300.4239,257.112,213.8001
TSLA,2025-03-26,282.66,284.9,266.51,272.06,153629800,TSLA,2025-03-26,47.6698,-17.3138,252.5245,261.0716,18.9924,301.6803,257.553,213.4258
TSLA,2025-03-25,283.6,288.2,271.28,288.14,150361500,TSLA,2025-03-25,52.4384,-19.8349,249.0378,258.3245,18.7895,304.5626,258.49,212.4174
TSLA,2025-03-24,258.08,278.64,256.33,278.39,169079900,TSLA,2025-03-24,49.5997,-24.4016,244.5878,250.8707,18.9333,307.5695,259.223,210.8765
TSLA,2025-03-21,234.99,249.52,234.55,248.71,132728700,TSLA,2025-03-21,39.3714,-28.8827,239.2756,243.9908,18.0873,318.8709,261.83,204.7891
TSLA,2025-03-20,233.35,238.0,230.05,236.26,99028300,TSLA,2025-03-20,34.1674,-31.1601,236.3244,242.8111,18.3271,331.8143,266.2845,200.7547
TSLA,2025-03-19,231.61,241.41,229.2,235.86,111993800,TSLA,2025-03-19,33.9984,-32.3461,239.2589,244.4488,19.1254,346.5363,272.1915,197.8467
TSLA,2025-03-18,228.16,230.1,222.28,225.31,111477600,TSLA,2025-03-18,29.5701,-33.3485,242.3244,246.596,19.3581,360.0932,278.4265,196.7598
TSLA,2025-03-17,245.06,245.4,232.8,238.01,111900600,TSLA,2025-03-17,31.9676,-33.0688,248.3011,251.9175,19.6372,369.0383,284.8665,200.6947
TSLA,2025-03-14,247.31,251.58,240.73,249.98,100242300,TSLA,2025-03-14,34.4093,-33.5238,252.0822,255.3944,19.8262,377.4436,290.758,204.0724
TSLA,2025-03-13,248.13,248.29,232.6,240.68,114813500,TSLA,2025-03-13,30.5842,-34.8358,255.9345,256.748,20.5128,385.0464,296.056,207.0656
TSLA,2025-03-12,247.22,251.84,241.1,248.09,142215700,TSLA,2025-03-12,31.9633,-35.0567,261.7456,260.765,20.8838,387.6891,300.8475,214.0059
TSLA,2025-03-11,225.31,237.06,217.02,230.58,174896400,TSLA,2025-03-11,24.4923,-35.5832,265.5078,263.9338,20.8549,388.9695,304.868,220.7665
TSLA,2025-03-10,252.54,253.37,220.0,222.15,189076900,TSLA,2025-03-10,20.5942,-33.9549,272.1989,272.2722,20.9176,389.9048,310.8755,231.8463
TSLA,2025-03-07,259.32,266.25,250.73,262.67,102369600,TSLA,2025-03-07,26.7602,-30.5242,281.16,284.8027,19.2443,388.5007,317.849,247.1973
TSLA,2025-03-06,272.06,272.65,260.02,263.45,98451600,TSLA,2025-03-06,26.9042,-29.8272,288.7,290.3359,19.5308,393.4019,323.4315,253.4611
TSLA,2025-03-05,272.92,279.55,267.71,279.1,94042900,TSLA,2025-03-05,29.9017,-28.5831,296.9611,297.0574,19.5655,397.3141,329.1675,261.0209
TSLA,2025-03-04,270.93,284.35,261.84,272.04,126706600,TSLA,2025-03-04,26.47,-28.1729,305.3278,301.5468,20.1597,404.1738,334.823,265.4722
TSLA,2025-03-03,300.34,303.94,277.3,284.65,115551400,TSLA,2025-03-03,28.8091,-26.5207,315.1633,308.9234,19.9559,406.5409,340.405,274.2691
TSLA,2025-02-28,279.5,293.88,273.6,292.98,115697000,TSLA,2025-02-28,30.4603,-25.3101,322.8811,314.9918,19.4417,412.98,346.4025,279.8251
TSLA,2025-02-27,291.16,297.23,280.88,281.95,101748200,TSLA,2025-02-27,25.1883,-24.2449,329.8656,320.4947,19.3772,417.5489,351.7675,285.9861
TSLA,2025-02-26,303.71,309.0,288.04,290.8,100118300,TSLA,2025-02-26,26.6962,-21.4096,338.0867,330.1309,19.6101,416.4228,357.125,297.8272
TSLA,2025-02-25,327.02,328.89,297.25,302.8,134228800,TSLA,2025-02-25,28.8725,-18.3803,343.1656,339.9637,19.5063,415.9398,362.4895,309.0392
TSLA,2025-02-24,338.14,342.4,324.7,330.53,76052300,TSLA,2025-02-24,34.9935,-15.4684,346.0211,349.2546,18.4467,415.1196,367.207,319.2944
TSLA,2025-02-21,353.44,354.98,334.42,337.8,74058600,TSLA,2025-02-21,36.8979,-14.3502,348.2656,353.9357,18.5042,418.7462,371.0095,323.2728
TSLA,2025-02-20,361.51,362.3,348.0,354.4,45965400,TSLA,2025-02-20,41.7106,-13.4544,350.9122,357.9696,18.346,423.1627,374.7385,326.3144
TSLA,2025-02-19,354.0,367.34,353.67,360.56,67094400,TSLA,2025-02-19,43.6735,-13.8056,353.1256,358.862,18.6573,428.2842,377.774,327.2638
TSLA,2025-02-18,355.01,359.1,350.02,354.11,51631700,TSLA,2025-02-18,40.9727,-14.6802,355.0822,358.4376,19.0409,434.6184,380.9495,327.2806
TSLA,2025-02-14,360.62,362.0,347.5,355.84,68277300,TSLA,2025-02-14,41.4679,-14.9262,359.3156,359.5194,19.8071,440.2362,384.569,328.9018
TSLA,2025-02-13,345.0,358.69,342.85,355.94,89441500,TSLA,2025-02-13,41.4948,-15.1992,362.4089,360.4393,20.2154,442.8871,387.468,332.0489
TSLA,2025-02-12,329.94,346.4,329.12,336.51,105382700,TSLA,2025-02-12,33.7334,-15.3369,367.8156,361.5641,20.0642,447.228,391.082,334.936
TSLA,2025-02-11,345.8,349.37,325.1,328.5,118543400,TSLA,2025-02-11,30.1882,-13.3111,374.9011,367.8277,20.2307,444.3389,394.0745,343.8101
TSLA,2025-02-10,356.21,362.7,350.51,350.73,77514900,TSLA,2025-02-10,35.0159,-9.7163,381.6345,377.6596,19.8154,438.1585,397.815,357.4715
TSLA,2025-02-07,370.19,380.55,360.34,361.62,70298300,TSLA,2025-02-07,37.763,-7.2502,386.8967,384.392,20.402,434.1728,400.0155,365.8582
TSLA,2025-02-06,373.03,375.4,363.18,374.32,77918200,TSLA,2025-02-06,41.2691,-5.1058,390.8445,390.085,20.4167,431.1081,401.6815,372.2549
TSLA,2025-02-05,387.51,388.39,375.53,378.17,57223300,TSLA,2025-02-05,42.3767,-3.5876,394.4289,394.0262,20.8342,429.5703,402.6835,375.7967
TSLA,2025-02-04,382.63,394.0,381.4,392.21,57072200,TSLA,2025-02-04,46.6127,-1.9897,398.23,397.9903,21.1537,428.9427,404.3275,379.7123
TSLA,2025-02-03,386.68,389.17,374.36,383.68,93732100,TSLA,2025-02-03,43.4221,-1.3507,400.7744,399.4353,21.8117,429.3365,405.239,381.1415
TSLA,2025-01-31,401.53,419.99,401.34,404.6,83568200,TSLA,2025-01-31,50.263,0.353,405.2622,403.3741,21.1634,429.9652,405.019,380.0728
TSLA,2025-01-30,410.78,412.5,384.41,400.28,98092900,TSLA,2025-01-30,48.7137,0.3923,407.6956,403.0677,21.2752,429.9319,404.981,380.0301
TSLA,2025-01-29,395.21,398.59,384.48,389.1,68033600,TSLA,2025-01-29,44.5638,0.8767,409.2,403.7646,20.7509,431.2558,405.8375,380.4192
TSLA,2025-01-28,396.91,400.59,386.5,398.09,48910700,TSLA,2025-01-28,47.4294,2.6205,413.5467,407.4308,21.2618,434.5232,407.9655,381.4078
TSLA,2025-01-27,394.8,406.69,389.0,397.15,58125500,TSLA,2025-01-27,47.0991,3.8928,413.3544,409.7659,21.8135,443.6405,410.7675,377.8945
TSLA,2025-01-24,414.45,418.88,405.78,406.58,56427100,TSLA,2025-01-24,50.0269,5.5558,414.0389,412.9199,22.1306,453.1626,414.024,374.8854
TSLA,2025-01-23,416.06,420.73,408.95,412.38,50690600,TSLA,2025-01-23,51.8683,6.6374,412.7233,414.5049,22.8253,454.8474,415.225,375.6026
TSLA,2025-01-22,416.81,428.0,414.59,415.11,60963300,TSLA,2025-01-22,52.7164,7.3308,410.7856,415.0361,23.6749,455.3373,415.659,375.9807
TSLA,2025-01-21,432.64,433.2,406.31,424.07,87320900,TSLA,2025-01-21,55.4812,7.8313,408.48,415.0177,24.4646,457.3816,416.712,376.0424
TSLA,2025-01-17,421.5,439.74,419.75,426.5,94991400,TSLA,2025-01-17,56.2237,7.4439,407.0333,412.7546,24.278,459.3515,417.515,375.6786
TSLA,2025-01-16,423.49,424.0,409.13,413.82,68335200,TSLA,2025-01-16,53.1879,6.5938,405.2489,409.3182,24.1517,470.0132,420.183,370.3528
TSLA,2025-01-15,409.9,429.8,405.66,428.22,81375500,TSLA,2025-01-15,57.3845,6.7039,401.4111,408.1928,24.541,475.7255,422.643,369.5605
TSLA,2025-01-14,414.34,422.64,394.54,396.36,84565000,TSLA,2025-01-14,49.1401,5.2806,398.7022,403.186,23.8565,476.4083,423.0435,369.6787
TSLA,2025-01-13,383.21,403.79,380.07,403.31,67580500,TSLA,2025-01-13,51.1443,6.6312,401.0411,404.8925,23.5301,476.1456,424.1305,372.1155
TSLA,2025-01-10,391.4,399.28,377.29,394.74,62287300,TSLA,2025-01-10,48.751,7.5509,404.1911,405.2881,23.5155,476.3342,425.2035,374.0728
TSLA,2025-01-08,392.95,402.5,387.4,394.94,73038800,TSLA,2025-01-08,48.8028,9.4876,410.79,407.9251,23.6328,475.97,425.516,375.062
TSLA,2025-01-07,405.83,414.33,390.0,394.36,75699500,TSLA,2025-01-07,48.6559,11.8011,418.2722,411.1714,24.2892,476.3822,425.2585,374.1348
TSLA,2025-01-06,423.2,426.43,401.7,411.05,85516500,TSLA,2025-01-06,52.697,14.6413,422.2989,415.3742,24.286,476.7913,425.0015,373.2117
TSLA,2025-01-03,381.48,411.88,379.45,410.44,95423300,TSLA,2025-01-03,52.5632,16.3543,423.4111,416.4553,24.2519,479.8646,422.9235,365.9825
TSLA,2025-01-02,390.1,392.73,373.04,379.28,109710700,TSLA,2025-01-02,45.2181,18.3648,426.27,417.9591,23.6097,483.7675,420.298,356.8285
TSLA,2024-12-31,423.79,427.93,402.54,403.84,76825100,TSLA,2024-12-31,50.9975,23.8365,433.0311,427.6289,23.0566,486.9708,418.905,350.8392
TSLA,2024-12-30,419.4,427.0,415.75,417.41,64941000,TSLA,2024-12-30,54.5763,27.973,441.4778,433.5761,22.8771,489.5738,416.5675,343.5612
TSLA,2024-12-27,449.52,450.0,426.5,431.66,82666800,TSLA,2024-12-27,58.5852,31.4641,446.5456,437.6176,23.4131,492.3111,412.955,333.5989
TSLA,2024-12-26,465.16,465.33,451.02,454.13,76366400,TSLA,2024-12-26,65.6456,34.0115,447.0533,439.107,23.0887,494.1091,408.0165,321.9239
TSLA,2024-12-24,435.9,462.78,435.14,462.28,59551800,TSLA,2024-12-24,68.4228,34.4804,443.05,435.3512,23.764,490.6882,402.2215,313.7548
TSLA,2024-12-23,431.0,434.51,415.41,430.6,72698100,TSLA,2024-12-23,62.7318,33.7474,438.8822,428.619,23.1166,484.1378,396.037,307.9362
TSLA,2024-12-20,425.51,447.08,417.64,421.06,132216200,TSLA,2024-12-20,60.754,35.5466,435.5922,428.1238,23.4256,480.6786,392.135,303.5914
TSLA,2024-12-19,451.88,456.36,420.02,436.17,118566100,TSLA,2024-12-19,65.8974,38.2974,432.1178,429.8897,22.9629,478.3829,388.064,297.7452
TSLA,2024-12-18,466.5,488.54,427.01,440.13,149340800,TSLA,2024-12-18,67.2836,39.7128,426.9011,428.3196,21.9339,472.9665,383.357,293.7475
TSLA,2024-12-17,475.9,483.99,457.51,479.86,131223000,TSLA,2024-12-17,83.6836,40.5386,419.0522,425.367,18.888,465.6892,378.6505,291.6118
TSLA,2024-12-16,441.09,463.19,436.15,463.02,114083800,TSLA,2024-12-16,81.9522,36.9577,405.5044,411.7438,18.3041,446.7376,371.5945,296.4514
TSLA,2024-12-13,420.0,436.3,415.71,436.23,89000200,TSLA,2024-12-13,78.5972,33.5642,393.1044,398.9248,17.6321,429.9769,364.4795,298.9821
TSLA,2024-12-12,424.84,429.3,415.0,418.1,87752200,TSLA,2024-12-12,75.7663,31.4724,384.3111,389.5984,17.4045,418.8246,358.227,297.6294
TSLA,2024-12-11,409.7,424.88,402.38,424.77,104287600,TSLA,2024-12-11,79.3519,30.1907,376.2067,382.473,17.6433,408.921,353.834,298.747
TSLA,2024-12-10,392.68,409.73,390.85,400.99,97563600,TSLA,2024-12-10,75.516,27.4365,365.9978,371.8988,17.1628,394.4508,349.02,303.5892
TSLA,2024-12-09,397.61,404.8,378.01,389.79,96359200,TSLA,2024-12-09,73.3509,25.9433,359.0244,364.626,16.9492,385.1742,346.4705,307.7668
TSLA,2024-12-06,377.42,389.49,370.8,389.22,81455800,TSLA,2024-12-06,73.2391,24.8005,353.3356,358.335,16.1922,377.7286,343.042,308.3554
TSLA,2024-12-05,359.87,375.43,359.5,369.49,81403600,TSLA,2024-12-05,69.0666,23.0391,349.2622,350.6138,15.8993,371.8495,338.4265,305.0035
TSLA,2024-12-04,353.0,358.1,348.6,357.93,50810900,TSLA,2024-12-04,66.1994,22.4646,345.9456,345.8947,15.7762,371.2091,334.3785,297.5479
TSLA,2024-12-03,351.8,355.69,348.2,351.42,58267200,TSLA,2024-12-03,64.4777,22.5817,344.1789,342.8859,16.2589,379.1331,329.054,278.9749
TSLA,2024-12-02,352.38,360.0,351.15,357.09,77986500,TSLA,2024-12-02,67.2481,23.0655,343.5767,340.7523,16.8258,385.0786,323.625,262.1714
TSLA,2024-11-29,336.08,345.45,334.65,345.16,37167600,TSLA,2024-11-29,64.2467,22.7702,341.5378,336.6679,16.9785,385.6737,318.2195,250.7654
TSLA,2024-11-27,341.8,342.55,326.59,332.89,57896400,TSLA,2024-11-27,60.8175,23.2768,338.8222,334.5449,17.3184,385.9036,313.454,241.0044
TSLA,2024-11-26,341.0,346.96,335.66,338.23,62295900,TSLA,2024-11-26,63.2698,24.8341,336.41,334.9586,17.4229,385.4609,309.687,233.9131
TSLA,2024-11-25,360.14,361.93,338.2,338.59,95890900,TSLA,2024-11-25,63.43,25.9169,335.5222,334.1408,17.8939,383.341,305.7515,228.162
TSLA,2024-11-22,341.09,361.53,337.7,352.56,89140700,TSLA,2024-11-22,69.7945,26.8852,334.4,333.0285,17.445,380.1814,301.9475,223.7136
TSLA,2024-11-21,343.81,347.99,335.28,339.64,58011700,TSLA,2024-11-21,66.9463,26.3078,334.1156,328.1456,16.9538,373.6297,297.779,221.9283
TSLA,2024-11-20,345.0,346.6,334.3,342.03,66340700,TSLA,2024-11-20,68.0484,26.5036,332.0689,325.272,17.2803,368.7772,293.821,218.8648
TSLA,2024-11-19,335.76,347.38,332.75,346.0,88852500,TSLA,2024-11-19,69.8215,26.1246,327.0556,321.0825,17.6634,366.6123,287.402,208.1917
TSLA,2024-11-18,340.73,348.55,330.01,338.74,126547500,TSLA,2024-11-18,68.4244,24.8567,320.67,314.8531,17.8967,360.9241,281.0005,201.0769
TSLA,2024-11-15,310.57,324.68,309.22,320.72,114440300,TSLA,2024-11-15,64.653,23.6161,310.97,308.8814,17.1326,354.6917,275.006,195.3203
TSLA,2024-11-14,327.69,329.98,310.37,311.18,120726100,TSLA,2024-11-14,62.448,23.5238,302.3167,305.9218,17.2613,350.1401,270.005,189.8699
TSLA,2024-11-13,335.85,344.6,322.5,330.24,125405600,TSLA,2024-11-13,70.6208,24.0352,295.4056,304.6072,17.0606,346.0107,265.4905,184.9703
TSLA,2024-11-12,342.74,345.84,323.31,328.49,155726000,TSLA,2024-11-12,70.2893,22.3977,286.4733,298.1991,16.673,336.9632,260.045,183.1268
TSLA,2024-11-11,346.3,358.64,336.0,350.0,210521600,TSLA,2024-11-11,80.6799,20.1601,278.5911,290.6263,15.9024,326.6301,254.599,182.5679
TSLA,2024-11-08,299.14,328.71,297.66,321.22,204782800,TSLA,2024-11-08,76.3332,14.8207,268.5378,275.7829,14.2472,306.7784,248.057,189.3356
TSLA,2024-11-07,288.89,299.75,285.52,296.91,117309200,TSLA,2024-11-07,71.262,10.7205,262.0144,264.4236,12.897,292.4216,242.886,193.3504
TSLA,2024-11-06,284.67,289.59,275.62,288.53,165228700,TSLA,2024-11-06,69.1458,7.8063,258.9344,256.302,12.7945,282.8701,239.979,197.0879
TSLA,2024-11-05,247.34,255.28,246.21,251.44,69282500,TSLA,2024-11-05,55.7555,4.8265,255.8178,248.245,10.8441,274.2914,237.605,200.9186
TSLA,2024-11-04,244.56,248.9,238.88,242.84,68802400,TSLA,2024-11-04,51.1951,4.7294,251.6189,247.4463,10.7213,273.5435,237.258,200.9725
TSLA,2024-11-01,252.04,254.0,246.63,248.98,57544800,TSLA,2024-11-01,54.95,5.4123,248.8556,248.5978,10.7691,273.3917,237.1575,200.9233
TSLA,2024-10-31,257.99,259.75,249.25,249.85,66575300,TSLA,2024-10-31,55.4854,5.5801,245.5078,248.5023,11.0305,273.5216,237.2125,200.9034
TSLA,2024-10-30,258.04,263.35,255.82,257.55,53993600,TSLA,2024-10-30,60.3155,5.6244,242.2689,248.1654,11.0714,272.6409,236.753,200.8651
TSLA,2024-10-29,264.51,264.98,255.51,259.52,80521800,TSLA,2024-10-29,61.5892,4.8152,238.1956,245.8192,11.3438,271.4094,236.3265,201.2437
TSLA,2024-10-28,270.0,273.54,262.24,262.51,107653600,TSLA,2024-10-28,63.4785,3.5118,233.9522,242.394,11.4879,271.1416,236.2515,201.3614
TSLA,2024-10-25,256.01,269.49,255.32,269.19,161611900,TSLA,2024-10-25,67.7925,1.4926,229.1811,237.365,11.5024,270.967,236.2075,201.448
TSLA,2024-10-24,244.68,262.12,242.65,260.48,204491900,TSLA,2024-10-24,64.9047,-1.7864,223.6222,229.4088,11.2972,269.0505,235.771,202.4915
TSLA,2024-10-23,217.13,218.72,212.11,213.65,80938900,TSLA,2024-10-23,36.4627,-5.0589,218.88,221.641,8.4377,267.9095,235.458,203.0065
TSLA,2024-10-22,217.31,218.22,215.26,217.97,43268700,TSLA,2024-10-22,39.1828,-4.3939,221.6711,223.6388,8.5783,269.7537,237.6265,205.4993
TSLA,2024-10-21,218.9,220.48,215.73,218.85,47329000,TSLA,2024-10-21,39.7436,-3.9212,224.2356,225.0559,8.962,271.0185,239.4415,207.8645
TSLA,2024-10-18,220.71,222.28,219.23,220.7,49611900,TSLA,2024-10-18,40.8859,-3.3504,227.0856,226.6074,9.2691,271.4111,240.999,210.5869
TSLA,2024-10-17,221.59,222.08,217.9,220.89,50791800,TSLA,2024-10-17,40.9983,-2.7615,229.3222,228.0843,9.7475,270.8751,241.8765,212.8779
TSLA,2024-10-16,221.4,222.82,218.93,221.33,49632800,TSLA,2024-10-16,41.2421,-1.989,232.5656,229.8829,10.1758,270.3842,243.028,215.6718
TSLA,2024-10-15,220.01,224.26,217.12,219.57,62988800,TSLA,2024-10-15,39.9152,-1.0189,234.7133,232.0211,10.6593,269.8538,243.3215,216.7892
TSLA,2024-10-14,220.13,221.91,213.74,219.16,86291900,TSLA,2024-10-14,39.6202,0.4133,237.9856,235.1338,10.93,268.9991,243.7365,218.4739
TSLA,2024-10-11,220.13,223.34,214.38,217.8,142628900,TSLA,2024-10-11,38.6932,2.2771,242.3033,239.1273,11.1423,268.0825,244.1175,220.1525
TSLA,2024-10-10,241.81,242.79,232.34,238.77,83087100,TSLA,2024-10-10,49.5949,4.7614,247.1733,244.4591,10.1232,266.4786,244.742,223.0054
TSLA,2024-10-09,243.82,247.43,239.51,241.05,66289500,TSLA,2024-10-09,51.047,5.7277,249.5833,245.8814,10.0981,266.858,244.294,221.73
TSLA,2024-10-08,243.56,246.21,240.56,244.5,56303200,TSLA,2024-10-08,53.237,6.6457,251.0467,247.0893,10.2657,267.2619,243.648,220.0341
TSLA,2024-10-07,249.0,249.83,240.7,240.83,68113300,TSLA,2024-10-07,51.1676,7.3695,252.4378,247.7366,10.6207,267.5349,242.7315,217.9281
TSLA,2024-10-04,246.69,250.96,244.58,250.08,86573200,TSLA,2024-10-04,57.0795,8.5598,253.9311,249.4632,10.7161,268.8621,241.5035,214.1449
TSLA,2024-10-03,244.48,249.79,237.81,240.66,80729200,TSLA,2024-10-03,51.8148,9.0127,253.9222,249.309,10.7482,269.6641,239.536,209.4079
TSLA,2024-10-02,247.55,251.16,241.5,249.02,93983900,TSLA,2024-10-02,57.6414,10.4188,253.6544,251.4713,10.6534,269.4071,239.0115,208.6159
TSLA,2024-10-01,262.67,263.98,248.53,258.02,87397600,TSLA,2024-10-01,64.9415,11.2107,253.0878,252.0841,10.2021,268.7069,237.531,206.3551
TSLA,2024-09-30,259.04,264.86,255.77,261.63,80705700,TSLA,2024-09-30,68.1565,11.1421,249.6633,250.6001,9.7984,266.9491,235.16,203.3709
TSLA,2024-09-27,257.38,260.7,254.12,260.46,70988100,TSLA,2024-09-27,67.6749,10.5249,245.9122,247.8426,9.8529,263.3855,232.784,202.1825
TSLA,2024-09-26,260.6,261.75,251.53,254.22,67142200,TSLA,2024-09-26,65.0577,9.7032,242.17,244.6883,10.1047,259.9815,230.075,200.1685
TSLA,2024-09-25,252.54,257.05,252.28,257.02,65034300,TSLA,2024-09-25,67.3291,9.1485,239.5111,242.3054,10.0958,257.1921,227.6515,198.1109
TSLA,2024-09-24,254.08,257.19,249.05,254.27,88491000,TSLA,2024-09-24,66.2546,8.0224,236.4878,238.6267,10.5055,252.5613,225.261,197.9607
TSLA,2024-09-23,242.61,250.0,241.92,250.0,86927200,TSLA,2024-09-23,64.5748,6.7485,233.5833,234.7159,10.6875,247.4812,223.208,198.9348
TSLA,2024-09-20,241.52,243.99,235.92,238.25,99879100,TSLA,2024-09-20,59.4122,5.459,230.9356,230.8949,10.6057,242.664,221.724,200.784
TSLA,2024-09-19,234.0,244.24,232.13,243.92,102694600,TSLA,2024-09-19,63.5629,4.9302,228.4933,229.0561,10.8008,240.3628,220.3445,200.3262
TSLA,2024-09-18,230.09,235.68,226.88,227.2,78010200,TSLA,2024-09-18,54.9437,3.6061,224.8056,225.3401,10.3208,236.2537,219.312,202.3703
TSLA,2024-09-17,229.45,234.57,226.55,227.87,66761600,TSLA,2024-09-17,55.4316,3.5661,225.1356,224.8752,10.4378,235.5854,219.007,202.4286
TSLA,2024-09-16,229.3,229.96,223.53,226.78,54323000,TSLA,2024-09-16,54.8256,3.395,224.1956,224.1265,10.6238,234.9243,218.7495,202.5747
TSLA,2024-09-13,228.0,232.67,226.32,230.29,59515100,TSLA,2024-09-13,57.1492,3.2382,222.3978,223.4631,10.921,233.9954,218.2165,202.4376
TSLA,2024-09-12,224.66,231.45,223.83,229.81,72020000,TSLA,2024-09-12,56.9173,2.6335,220.6,221.7564,11.2726,232.2594,217.409,202.5586
TSLA,2024-09-11,224.55,228.47,216.8,228.13,83548600,TSLA,2024-09-11,56.1461,1.8723,217.9856,219.743,11.5536,231.2545,215.9875,200.7205
TSLA,2024-09-10,220.07,226.4,218.64,226.17,78891100,TSLA,2024-09-10,55.2789,1.0445,215.4989,217.6462,11.5447,229.5595,214.9725,200.3855
TSLA,2024-09-09,216.2,219.87,213.67,216.27,67443500,TSLA,2024-09-09,50.707,0.1724,213.6145,215.5153,11.6535,229.05,213.5385,198.027
TSLA,2024-09-06,232.6,233.6,210.51,210.73,112177000,TSLA,2024-09-06,47.9415,0.0647,213.2745,215.3266,11.8468,229.2515,212.725,196.1985
TSLA,2024-09-05,223.49,235.0,222.25,230.17,119355000,TSLA,2024-09-05,58.6659,0.4904,214.34,216.4757,10.982,229.7224,212.1305,194.5386
TSLA,2024-09-04,210.59,222.22,210.57,219.41,80651800,TSLA,2024-09-04,53.2963,-0.9527,212.1722,213.0521,10.6275,227.8913,210.21,192.5287
TSLA,2024-09-03,215.26,219.9,209.64,210.6,76714200,TSLA,2024-09-03,48.178,-1.6853,212.6011,211.4627,10.5489,226.8923,209.2715,191.6507
TSLA,2024-08-30,208.63,214.57,207.03,214.11,63370600,TSLA,2024-08-30,50.2138,-1.6987,213.7678,211.6783,10.5711,226.8614,208.6855,190.5096
TSLA,2024-08-29,209.8,214.89,205.97,206.28,62308800,TSLA,2024-08-29,45.4379,-2.0486,214.7245,211.0704,10.7465,226.371,208.3635,190.356
TSLA,2024-08-28,209.72,211.84,202.59,205.75,64116400,TSLA,2024-08-28,45.107,-1.6681,215.8178,212.268,10.8701,227.2425,208.8925,190.5426
TSLA,2024-08-27,213.25,215.66,206.94,209.21,62821400,TSLA,2024-08-27,46.829,-1.1042,216.75,213.8976,10.9947,231.0713,210.2085,189.3457
TSLA,2024-08-26,218.75,219.09,211.01,213.21,59301200,TSLA,2024-08-26,48.8301,-0.7207,215.88,215.0694,11.1697,232.4213,210.879,189.3368
TSLA,2024-08-23,214.46,221.48,214.21,220.32,81525200,TSLA,2024-08-23,52.5355,-0.6281,215.2822,215.5343,11.3128,235.2645,211.8235,188.3825
TSLA,2024-08-22,223.82,224.8,210.32,210.66,79514500,TSLA,2024-08-22,47.5104,-1.2246,212.7456,214.3379,11.3507,235.2019,211.7975,188.3931
TSLA,2024-08-21,222.67,224.66,218.86,223.27,70146000,TSLA,2024-08-21,54.5051,-0.9846,211.5611,215.2573,11.11,235.9598,212.277,188.5942
TSLA,2024-08-20,224.88,228.22,219.56,221.1,74001200,TSLA,2024-08-20,53.409,-1.9478,208.8467,213.2542,11.5184,235.1279,211.913,188.6981
TSLA,2024-08-19,217.07,222.98,214.09,222.72,76435200,TSLA,2024-08-19,54.3161,-2.928,205.5867,211.2927,11.7383,240.6225,213.177,185.7315
TSLA,2024-08-16,211.15,219.8,210.8,216.12,88765100,TSLA,2024-08-16,51.1791,-4.3015,203.1333,208.4359,11.9574,246.5639,214.6165,182.6691
TSLA,2024-08-15,205.02,215.88,204.82,214.14,89848500,TSLA,2024-08-15,50.2271,-5.3199,201.2178,206.5148,12.1849,249.4711,215.7705,182.0699
TSLA,2024-08-14,207.39,208.44,198.75,201.38,70250000,TSLA,2024-08-14,43.651,-6.3408,200.4989,204.6085,12.0068,254.2237,217.525,180.8264
TSLA,2024-08-13,198.47,208.49,197.06,207.83,76247400,TSLA,2024-08-13,46.537,-6.2525,202.2189,205.4157,12.185,258.1478,219.881,181.6142
TSLA,2024-08-12,199.02,199.26,194.67,197.49,64044900,TSLA,2024-08-12,40.7009,-6.7055,204.9122,204.8121,12.2431,263.3129,222.3175,181.3221
TSLA,2024-08-09,197.05,200.88,195.11,200.0,58648300,TSLA,2024-08-09,41.7277,-6.1334,207.7044,206.6426,12.7749,266.4371,225.075,183.713
TSLA,2024-08-08,195.7,200.7,192.04,198.84,65033900,TSLA,2024-08-08,41.0899,-5.5695,211.2711,208.3033,13.3137,268.3404,227.4865,186.6327
TSLA,2024-08-07,200.77,203.49,191.48,191.76,71159800,TSLA,2024-08-07,37.1943,-4.6506,213.6,210.6691,13.6502,268.6319,229.596,190.5601
TSLA,2024-08-06,200.75,202.9,192.67,200.64,73783900,TSLA,2024-08-06,40.2979,-2.6893,216.7656,215.3963,13.7763,270.7611,233.171,195.5809
TSLA,2024-08-05,185.22,203.88,182.0,198.88,100308800,TSLA,2024-08-05,39.3668,-1.051,218.4711,219.0854,14.0491,272.7706,236.2555,199.7404
TSLA,2024-08-02,214.88,216.13,205.78,207.67,82880100,TSLA,2024-08-02,42.4361,1.2345,223.7489,224.1368,13.1552,271.8282,238.9585,206.0888
TSLA,2024-08-01,227.69,231.87,214.33,216.86,83861900,TSLA,2024-08-01,45.9113,3.2388,228.62,228.2535,13.3148,271.1002,241.151,211.2018
